公司代號,公司名稱,董事會決議日期,買回目的,買回股份總金額上限(依最新財報計算之法定上限),預定買回股數,買回價格區間最低,買回價格區間最高,預定買回期間起,預定買回期間迄,是否執行完畢,本次已買回股數(空白為尚在執行中),本次執行完畢已註銷或轉讓股數,本次已買回股數佔預定買回股數比例(%)(空白為尚在執行中),本次已買回總金額(空白為尚在執行中),本次平均每股買回價格(空白為尚在執行中),本次買回股數佔公司已發行股份總數比例(%)(空白為尚在執行中),本次未執行完畢之原因
3323,加百裕,108/05/10,3,1161644152.0,3000000.0,21.6,49.70,2019-05-11,2019-07-10,Y,2397000.0,2397000.0,79.9,72334115.0,30.18,2.8,基於資金有效運用及兼顧市場機制不影響股價，本公司視股價波動及成交量變化狀況予以分批買回，故未執行完畢
4905,台聯電,108/05/10,3,2721902419.0,700000.0,42.5,91.50,2019-05-11,2019-07-10,Y,700000.0,700000.0,100.0,43548268.0,62.21,1.87,
3664,安瑞-KY,108/05/21,1,281748000.0,2500000.0,6.88,19.22,2019-05-22,2019-07-21,Y,1308000.0,,52.32,14542597.0,11.12,2.56,為考量資金有效運用，致本次未執行完畢。
4716,大立,108/06/06,1,116947405.0,1000000.0,11.0,21.00,2019-06-10,2019-08-09,Y,897000.0,,89.7,13578246.0,15.14,1.19,買回屆滿日因台北股市遇颱風假休市，故未能百分之百執行完畢。
8074,鉅橡,108/06/10,1,564889325.0,3600000.0,13.6,30.60,2019-06-11,2019-08-10,Y,3600000.0,,100.0,72582465.0,20.16,4.33,
2061,風青,108/07/05,1,15356071.0,700000.0,9.0,11.90,2019-07-08,2019-09-05,Y,700000.0,,100.0,7166252.0,10.24,1.19,
6015,宏遠證,108/07/10,3,314750937.0,2500000.0,5.0,9.00,2019-07-11,2019-09-10,Y,2500000.0,2500000.0,100.0,15619164.0,6.25,0.7,
8027,鈦昇,108/07/11,1,342284753.0,800000.0,27.0,32.00,2019-07-12,2019-09-11,Y,698000.0,,87.25,20165999.0,28.89,0.87,考量市場機制，公司視股價變化、成交量狀況及資金的有效運用分批買回，故未全數執行完畢。
3516,亞帝歐,108/07/31,3,765886968.0,2000000.0,7.5,12.50,2019-08-01,2019-09-30,Y,1323000.0,1323000.0,66.15,14711326.0,11.12,2.55,基於維護公司股東權益及兼顧市場機制下，公司依股價變化採限價限量分批買回策略，及買回屆滿日因台北股市遇颱風假休市之影響，故本次未予以執行完畢。
3664,安瑞-KY,108/08/09,1,217160000.0,1200000.0,6.98,16.13,2019-08-12,2019-10-11,Y,600000.0,,50.0,6945506.0,11.58,1.17,為考量資金有效運用，致本次未執行完畢。
4114,健喬,108/08/12,1,473511164.0,6000000.0,18.5,40.50,2019-08-13,2019-10-09,Y,6000000.0,,100.0,153936641.0,25.66,2.65,
4128,中天,108/08/12,1,1939441154.0,5000000.0,9.45,20.30,2019-08-13,2019-10-12,Y,5000000.0,,100.0,69150898.0,13.83,1.18,
5493,三聯,108/08/13,1,538552000.0,600000.0,28.0,40.00,2019-08-14,2019-10-13,Y,600000.0,600000.0,100.0,19211945.0,32.02,1.36,
6125,廣運,108/09/09,1,2509376969.0,2000000.0,12.0,23.00,2019-09-10,2019-11-08,Y,2000000.0,2000000.0,100.0,31112523.0,15.56,0.8,
6015,宏遠證,108/09/11,3,275489160.0,3000000.0,5.0,9.00,2019-09-12,2019-11-06,Y,1500000.0,1500000.0,50.0,9403325.0,6.27,0.42,為兼顧市場機制，並維護股東權益，本公司視股價變化採分批買回，故本次買回庫藏股數量未達預定買回數量。
8111,立碁,108/10/08,3,100381886.0,3000000.0,7.0,14.00,2019-10-09,2019-12-08,Y,3000000.0,3000000.0,100.0,30163350.0,10.05,2.63,
4502,健信,108/10/17,1,263928754.0,1000000.0,41.65,70.80,2019-10-24,2019-12-17,Y,442000.0,,44.2,25307461.0,57.26,0.89,公司基於維護全體股東權益及員工未來認股意願，視股價變化及成交狀況執行買回，故於期限屆滿未達預定買回數量。
6126,信音,108/10/21,3,104171000.0,5000000.0,9.0,14.00,2019-10-22,2019-12-21,Y,4088000.0,4088000.0,81.76,52992102.0,12.96,3.01,為維護股東權益並兼顧市場機制，本公司視股價變化及成交量狀況，採行分批買回策略，故未執行完畢。
6190,萬泰科,108/10/25,1,217044207.0,4000000.0,11.66,25.86,2019-10-28,2019-12-27,Y,4000000.0,,100.0,67194093.0,16.80,2.85,
8091,翔名,108/11/05,1,1833568807.0,2000000.0,50.0,80.00,2019-11-06,2020-01-05,Y,1005000.0,1005000.0,50.25,64857098.0,64.53,2.25,為維護整體股東權益，兼顧市場機制並考量資金有效運用，故本次未執行完畢。
4130,健亞,108/11/07,1,396334066.0,1500000.0,25.0,37.15,2019-11-08,2020-01-07,Y,1500000.0,,100.0,39003339.0,26.00,1.42,
4760,勤凱科技,108/11/07,1,211811182.0,2000000.0,18.0,33.00,2019-11-08,2020-01-06,Y,2000000.0,,100.0,55704846.0,27.85,6.78,
6015,宏遠證,108/11/07,3,275489160.0,2000000.0,5.0,9.00,2019-11-08,2019-12-18,Y,2000000.0,2000000.0,100.0,13680937.0,6.84,0.57,
6016,康和證,108/11/08,3,840091005.0,20000000.0,6.0,10.00,2019-11-11,2020-01-10,Y,20000000.0,20000000.0,100.0,163577785.0,8.18,3.21,
8240,華宏,108/11/08,1,2711674855.0,2000000.0,20.0,35.00,2019-11-11,2020-01-10,Y,1484000.0,,74.2,40267170.0,27.13,1.48,為維護整體股東權益，本公司視股價變化採取分批買回策略，故本次庫藏股未能執行完畢。
4128,中天,108/11/12,1,1799539446.0,5000000.0,9.45,20.17,2019-11-13,2020-01-12,Y,5000000.0,,100.0,73294433.0,14.66,1.18,
6170,統振,108/11/12,1,182670434.0,3000000.0,12.0,17.00,2019-11-13,2020-01-12,Y,2410000.0,,80.33,36572750.0,15.18,2.69,為兼顧市場機制不影響股價，公司視股價及成交量採分批買回策略，嗣後因股價高於買回價格上限，故未執行完畢
6465,威潤,108/11/12,1,88832916.0,500000.0,34.7,73.50,2019-11-13,2020-01-12,Y,500000.0,,100.0,26549408.0,53.10,1.52,
8489,三貝德,108/11/12,1,635032000.0,500000.0,120.0,170.00,2019-11-13,2020-01-12,Y,201000.0,201000.0,40.2,27059547.0,134.62,0.53,為兼顧市場機制，依股價及成交量狀況分批買回，故未執行完畢。
2064,晉椿,108/11/13,1,513275469.0,300000.0,11.0,17.00,2019-11-14,2019-12-12,Y,300000.0,,100.0,4096389.0,13.65,0.43,
2064,晉椿,108/11/13,3,513275469.0,700000.0,11.0,17.00,2019-12-13,2020-01-10,Y,370000.0,370000.0,52.86,5068476.0,13.70,0.53,為維護股東權益並兼顧市場機制，本公司視股價變化及成交量狀況，採行分批買回策略，故未執行完畢。
5230,雷笛克光學,108/11/29,3,780623782.0,1000000.0,17.0,35.00,2019-11-29,2020-01-20,Y,1000000.0,1000000.0,100.0,25195634.0,25.20,2.0,
1815,富喬,108/12/04,3,2642136824.0,5000000.0,8.4,19.85,2019-12-05,2020-02-04,Y,5000000.0,5000000.0,100.0,62060770.0,12.41,1.17,
2070,精湛,108/12/10,3,543496156.0,1000000.0,22.0,40.00,2019-12-11,2020-02-07,Y,1000000.0,1000000.0,100.0,32098149.0,32.10,2.72,
6015,宏遠證,108/12/19,3,319580443.0,3000000.0,5.0,9.00,2019-12-20,2020-02-19,Y,1800000.0,1800000.0,60.0,12033432.0,6.69,0.51,為兼顧市場機制，並維護股東權益，本公司視股價變化採分批買回，故本次買回庫藏股數量未達預定買回數量。
6516,勤崴國際,108/12/24,1,632226197.0,350000.0,77.0,155.00,2019-12-25,2020-02-24,Y,350000.0,,100.0,38844505.0,110.98,1.0,
8109,博大,108/12/27,1,857984000.0,1000000.0,52.0,111.00,2019-12-30,2020-02-27,Y,935000.0,,93.5,66899245.0,71.55,1.29,為兼顧市場機制，依股價變化及成交量狀況採分批買回，故未執行完畢。
1336,台翰,109/01/03,3,804488295.0,4000000.0,10.85,22.65,2020-01-06,2020-03-05,Y,4000000.0,4000000.0,100.0,61128550.0,15.28,4.7,
4128,中天,109/01/07,1,1830191030.0,5000000.0,14.0,18.50,2020-01-08,2020-03-07,Y,5000000.0,,100.0,71803969.0,14.36,1.18,
3498,陽程,109/01/08,1,1943452930.0,800000.0,20.0,35.00,2020-01-09,2020-03-06,Y,600000.0,,75.0,16145998.0,26.91,0.93,基於維護股東權益並兼顧市場機制，公司視股價變化及成交量狀況採取分批買回策略，故未全數執行完畢
8183,精星,109/01/20,1,626545466.0,1000000.0,15.0,24.00,2020-01-21,2020-03-20,Y,1000000.0,,100.0,15891000.0,15.89,0.82,
8050,廣積,109/02/03,1,3186662699.0,2000000.0,40.0,55.00,2020-02-04,2020-04-03,Y,1999000.0,,99.95,89061168.0,44.55,1.13,執行期間因股價上下波動，限時、限價、限量交易等因素，致部份買單未能撮合成交而未能按預定數量全數買回
6126,信音,109/02/05,3,162009000.0,5000000.0,10.0,14.00,2020-02-06,2020-04-05,Y,5000000.0,5000000.0,100.0,61908044.0,12.38,3.79,
8054,安國,109/02/05,3,1061706954.0,5000000.0,12.0,20.00,2020-02-06,2020-04-01,Y,4997000.0,4997000.0,99.94,63980978.0,12.80,6.58,為維護整體股東權益及考量資金運用效益，致未能執行完畢。
8076,伍豐,109/02/05,1,2279208682.0,6000000.0,25.0,45.00,2020-02-06,2020-04-05,Y,6000000.0,,100.0,171595823.0,28.60,2.32,
8436,大江,109/02/06,3,5453454000.0,2000000.0,148.75,406.59,2020-02-07,2020-04-06,Y,2000000.0,,100.0,438143659.0,219.07,1.67,
3540,曜越,109/02/11,1,748069595.0,3000000.0,18.0,35.00,2020-02-11,2020-04-10,Y,2218000.0,,73.93,49971539.0,22.53,3.33,為維護股東權益與兼顧市場機制，本公司視股價變化及成交量狀況分批買回，故未能執行完畢。
1336,台翰,109/02/12,3,804488295.0,4000000.0,10.35,22.55,2020-02-13,2020-04-10,Y,4000000.0,4000000.0,100.0,60804350.0,15.20,4.7,
6015,宏遠證,109/02/20,3,319580443.0,2000000.0,5.0,9.00,2020-02-21,2020-04-15,Y,2000000.0,2000000.0,100.0,12617641.0,6.31,0.58,
4972,湯石照明,109/02/26,1,690223620.0,1000000.0,25.0,35.00,2020-02-27,2020-04-26,Y,1000000.0,,100.0,28744269.0,28.74,2.48,
5489,彩富,109/02/27,1,1170625309.0,2000000.0,25.0,48.00,2020-03-02,2020-04-30,Y,1920000.0,1018000.0,96.0,59894445.0,31.20,1.87,"為顧及股東權益及員工未來認股意願，因而未依原預定數量,完全執行完畢。"
6180,橘子,109/03/12,1,2210363035.0,3000000.0,40.0,58.00,2020-03-13,2020-05-12,Y,2241000.0,2241000.0,74.7,91449447.0,40.81,1.28,預定買回期間股價已穩定，為維護股東權益兼顧市場機制，並考量資金運用效益，故未執行完畢。
1742,台蠟,109/03/13,1,80783707.0,3000000.0,12.92,25.93,2020-03-14,2020-05-13,Y,1488000.0,,49.6,28093950.0,18.88,2.08,本公司視股價變化及成交量狀況採分批買回策略，故未予以全數執行完畢。
1815,富喬,109/03/13,3,2642136824.0,5000000.0,6.5,17.50,2020-03-16,2020-05-15,Y,5000000.0,5000000.0,100.0,47452959.0,9.49,1.18,
3141,晶宏,109/03/16,1,462075677.0,2000000.0,13.4,25.00,2020-03-17,2020-05-15,Y,1339000.0,1339000.0,66.95,24107717.0,18.00,2.09,因兼顧市場機制不影響股價，本公司視股價變化及成交量狀況採分批買回，故未執行完畢。
3303,岱稜,109/03/16,1,718036952.0,2000000.0,16.0,25.00,2020-03-16,2020-05-15,Y,1058000.0,,52.9,21476543.0,20.30,1.1,為兼顧市場機制，並維護股東權益，本公司視股價變化採分批買回，故本次庫藏股未能執行完畢。
4207,環泰,109/03/16,3,264254777.0,12000000.0,6.02,14.02,2020-03-17,2020-05-16,Y,10838000.0,10838000.0,90.32,110949616.0,10.24,6.27,考量買回期間維持股價穩定且顧及股東權益故未執行完畢。
5230,雷笛克光學,109/03/16,3,689220025.0,2000000.0,14.0,36.00,2020-03-17,2020-05-15,Y,2000000.0,2000000.0,100.0,41784996.0,20.89,4.09,
5315,光聯,109/03/16,1,173245466.0,3000000.0,10.0,20.00,2020-03-17,2020-05-16,Y,3000000.0,,100.0,36121765.0,12.04,2.82,
6643,M31,109/03/16,1,890321220.0,250000.0,160.0,350.00,2020-03-17,2020-05-16,Y,211000.0,,84.4,48064037.0,227.79,0.67,為維護整體股東權益，兼顧市場機制並考量資金有效運用，故本次未執行完畢。
4128,中天,109/03/17,1,1830191030.0,10000000.0,9.24,21.50,2020-03-18,2020-05-17,Y,5474000.0,,54.74,67668788.0,12.36,1.29,本公司視股價變化及市場成交量狀況採行分批買回，實際買回數量達54.74%。
6156,松上,109/03/17,3,321671811.0,4000000.0,7.0,17.00,2020-03-18,2020-05-17,Y,1136000.0,1136000.0,28.4,12282033.0,10.81,1.39,為維護股東權益及兼顧市場機制不影響股價，本公司視股價波動及成交量狀況予以分批買回，故未執行完畢。
4109,加捷生醫,109/03/18,1,39896943.0,800000.0,8.0,26.90,2020-03-23,2020-05-18,Y,0.0,,0.0,0.0,0.00,0.0,本公司執行期間股價已穩定，為兼顧市場機制，故未執行完畢，本次買回公司股份執行率為0%。
4541,晟田,109/03/18,3,1033609530.0,2000000.0,11.34,33.95,2020-03-19,2020-05-18,Y,1172000.0,1172000.0,58.6,19979250.0,17.05,1.69,為維護股東權益與兼顧市場機制，本公司視股價變化及成交量狀況分批買回，故未能執行完畢。
6187,萬潤,109/03/18,1,730309422.0,3000000.0,21.0,60.00,2020-03-19,2020-05-17,Y,1870000.0,,62.33,66448500.0,35.53,2.24,為顧及本公司長期資金之規劃及有效運用，故未予以全部執行完畢。
8489,三貝德,109/03/18,1,573747000.0,1500000.0,180.0,280.00,2018-10-23,2018-12-22,Y,1391000.0,,92.73,294790026.0,211.93,3.86,為兼顧市場機制，依股價及成交量狀況分批買回，故未執行完畢。
1586,和勤,109/03/19,1,716729440.0,3000000.0,23.1,56.71,2020-03-20,2020-05-19,Y,1500000.0,,50.0,52511865.0,35.01,1.87,為維護股東權益，並考量買回期間股價呈穩定趨勢，採取低接不追高原則，本公司視股價變化採分批買回，故本次庫藏股未能執行完畢。
3260,威剛,109/03/19,1,5900975484.0,6000000.0,27.5,101.30,2020-03-20,2020-05-18,Y,5461000.0,,91.02,282449835.0,51.72,2.44,為維護股東權益並兼顧市場機制，視股價變化及成交量狀況，故未執行完畢
3362,先進光,109/03/19,1,1341044654.0,2000000.0,20.0,30.00,2020-03-20,2020-05-19,Y,0.0,,0.0,0.0,0.00,0.0,維護股東權益並兼顧市場機制不影響股價，故本次未能執行完畢。
3402,漢科,109/03/19,1,511033154.0,3000000.0,20.0,28.00,2020-03-20,2020-05-18,Y,1512000.0,,50.4,39743010.0,26.29,2.07,為維護整體股東權益及考量員工未來認股意願，本公司視股價變化採取分批買回策略，且於執行期間內，股價波動相對穩定，因而未依原預定數量全數買回。
3529,力旺,109/03/19,1,723619510.0,1000000.0,111.65,319.00,2020-03-20,2020-05-19,Y,0.0,,0.0,0.0,0.00,0.0,本公司於執行庫藏股期間股價持續回穩，考量全球經濟狀況仍有待觀察，為保留更多資金來因應後續變化，使資金能更有效的運用及維護股東權益，故未按預計數量買回。
3567,逸昌,109/03/19,1,106335264.0,1200000.0,14.0,20.00,2020-03-20,2020-05-19,Y,173000.0,,14.42,3368667.0,19.47,0.51,為維護股東權益並兼顧市場機制，本公司視股價變化及成交量狀況，採行分批買回策略，執行初期股價即超過買回上限至期限屆滿日，故未能執行完畢。
3580,友威科,109/03/19,1,234390598.0,1000000.0,12.0,34.00,2020-03-20,2020-05-19,Y,1000000.0,,100.0,22557693.0,22.56,2.53,
4123,晟德,109/03/19,1,3766570009.0,10000000.0,32.0,75.00,2020-03-20,2020-05-19,Y,400000.0,,4.0,20413951.0,51.03,0.09,為兼顧市場機制及維護整體股東權益，考量股價變動已趨穩定及資金之有效運用，故未予以全部執行完畢。
4129,聯合,109/03/19,3,1452882617.0,4000000.0,20.0,55.00,2020-03-20,2020-05-19,Y,2013000.0,2013000.0,50.33,65566504.0,32.57,2.5,主要係個股市場成交量不大，為維護整體股東權益及兼顧市場機制，視股價變化於價格區間內採分批買回政策，故未執行完畢。
5291,邑昇,109/03/19,3,381350934.0,1500000.0,13.0,30.00,2020-03-20,2020-05-18,Y,802000.0,802000.0,53.47,17189059.0,21.43,2.07,為維護整體股東權益及兼顧市場機制，視股價變化於價格區間內採分批買回策略，故未執行完畢。
5481,新華,109/03/19,3,159959436.0,5000000.0,8.5,13.50,2020-03-20,2020-05-18,Y,1291000.0,1291000.0,25.82,15782779.0,12.23,1.73,為兼顧市場機制避免影響股價，本公司視股價變化及成交量狀況分批買回，加上每日成交量不大，故未能執行完畢。
6245,立端,109/03/19,3,2015073861.0,4000000.0,40.0,60.00,2020-03-20,2020-05-19,Y,216000.0,216000.0,5.4,9691438.0,44.87,0.18,考量買回期間股價維持穩定並顧及本公司股東權益，故未執行完畢。
7402,邑錡,109/03/19,1,122297946.0,600000.0,25.0,50.00,2020-03-20,2020-05-19,Y,600000.0,,100.0,19969230.0,33.28,2.7,
8936,國統,109/03/19,3,2005765966.0,15000000.0,10.0,25.85,2020-03-20,2020-05-19,Y,1146000.0,1146000.0,7.64,19832325.0,17.31,0.46,為維護股東權益兼顧市場機制，並考量資金運用效益，故未執行完畢。
3360,尚立,109/03/20,3,263169484.0,4000000.0,7.6,22.00,2020-03-23,2020-05-22,Y,124000.0,124000.0,3.1,2029039.0,16.36,0.18,自公告執行買回股份後，股價持續回升，已達成維護公司信用及股東權益目標，因此保留資金供營運使用。
3642,駿熠電,109/03/20,1,16445973.0,600000.0,10.33,20.00,2020-03-23,2020-05-19,Y,542000.0,,90.33,8917900.0,16.45,1.58,為維護整體股東權益及考量資金運用效益，致未能執行完畢。
4153,鈺緯,109/03/20,1,463136785.0,3000000.0,11.41,38.68,2020-03-23,2020-05-21,Y,1705000.0,,56.83,43973492.0,25.79,2.29,本次未執行完畢之原因：為維護股東權益並兼顧市場機制，本公司視股價變化及成交量狀況，採行分批買回策略，故未執行完畢。
4744,皇將,109/03/20,1,467669240.0,1500000.0,20.0,55.00,2020-03-23,2020-05-22,Y,1439000.0,,95.93,45323532.0,31.50,3.07,為維護整體股東權益及考量資金運用效益，致未能執行完畢。
4905,台聯電,109/03/20,3,2541467426.0,500000.0,30.0,78.00,2020-03-23,2020-05-22,Y,500000.0,500000.0,100.0,24781647.0,49.56,1.36,
5009,榮剛,109/03/20,1,3729541801.0,10000000.0,9.91,24.58,2020-03-23,2020-05-22,Y,6329000.0,,63.29,99735910.0,15.76,1.36,為維護整體股東權益及兼顧市場機制，視股價變化於價格區間內採分批買回策略，故未執行完畢。
5474,聰泰,109/03/20,1,528721881.0,1000000.0,45.0,70.00,2020-03-23,2020-05-22,Y,599000.0,,59.9,38350875.0,64.02,1.78,買回期間股價逐漸穩定
6125,廣運,109/03/20,1,2474949165.0,2000000.0,10.0,20.00,2020-03-23,2020-05-22,Y,1000000.0,1000000.0,50.0,14768232.0,14.77,0.4,基於資金有效運用及維護股東權益並兼顧市場機制，本公司視股價變化及成交量狀況予以適度買回，故未執行完畢。
6472,保瑞,109/03/20,1,1053917901.0,500000.0,85.0,180.00,2020-03-23,2020-05-22,Y,0.0,,0.0,0.0,0.00,0.0,本公司以穩定及不助漲股價為原則，執行期間盤勢已趨穩，基於資金運用及股東權益之維護，致未執行完畢。
6680,鑫創電子,109/03/20,3,167306176.0,250000.0,50.0,65.00,2020-03-23,2020-05-21,Y,151000.0,,60.4,9192165.0,60.88,0.86,為維護整體股東權益及兼顧市場機制，視股價變化於價格區間內採分批買回策略，故未執行完畢。
3205,佰研,109/03/23,1,350004568.0,1000000.0,25.0,60.00,2020-03-24,2020-05-22,Y,227000.0,,22.7,8740832.0,38.51,0.69,為維護全體股東權益及兼顧市場機制，本公司視股價變化及成交量狀況分批買回，故未能執行完畢。
3630,新鉅科,109/03/23,1,2866834250.0,2500000.0,31.0,45.00,2020-03-24,2020-05-22,Y,0.0,0.0,0.0,0.0,0.00,0.0,本公司以穩定及不助漲股價為原則，執行期間盤勢已趨穩，致未執行完畢。
4729,熒茂,109/03/23,3,154372470.0,10000000.0,4.55,14.25,2020-03-24,2020-05-23,Y,1580000.0,1580000.0,15.8,17243174.0,10.91,1.51,為維護股東權益及兼顧市場機制，本公司視股價變化於價格區間內採分批買回策略，惟買回期間內股價超過買回上限，故未能執行完畢。
5011,久陽,109/03/23,3,119064113.0,2000000.0,10.5,16.00,2020-03-24,2020-05-22,Y,1524000.0,,76.2,22390257.0,14.69,3.7,不適用
5223,安力-KY,109/03/23,1,1022455008.0,860000.0,18.0,33.00,2020-03-24,2020-05-23,Y,22000.0,,2.56,603656.0,27.44,0.05,"因執行期間,股價已漸趨穩定,為維護股東權益,並兼顧市場機制,故未全數執行完畢."
